id,agency_id,agency_code,employee_code,first_name,last_name,full_name,gender,birth_date,nni,ethnicity,phone,email,role,status,hire_date,contract_type,salary_grade,created_at,updated_at
366,93,ADR-003,AG-ADR-003-06,Serigne,Thiam,Serigne Thiam,M,1971-05-06,7112965696,WOLOF,+22225990987,serigne.thiam@nafadpay.mr,CASHIER,ACTIVE,2020-01-24,STAGE,E,2020-01-24T09:19:33.938Z,2023-11-19T13:02:57.712Z
367,94,TGT-001,AG-TGT-001-01,Wedadi,Ould Abdel Kader,Wedadi Ould Abdel Kader,M,1991-11-14,9113914075,MAURE,+22242619597,wedadi.ouldabdelkader@nafadpay.mr,MANAGER,ACTIVE,2021-01-27,CDD,B,2021-01-27T08:51:23.558Z,2021-11-08T23:17:41.777Z
368,94,TGT-001,AG-TGT-001-02,Aminetou,Mint Ahmed,Aminetou Mint Ahmed,F,1995-12-05,9513325569,MAURE,+22224488198,aminetou.mintahmed@nafadpay.mr,CASHIER,ACTIVE,2021-07-12,CDI,C,2021-07-12T23:53:39.418Z,2022-06-16T04:46:25.514Z
369,95,INR-001,AG-INR-001-01,Lamine,Sow,Lamine Sow,M,1996-08-23,9614570361,PEUL,+22243363526,lamine.sow@nafadpay.mr,MANAGER,ACTIVE,2023-07-29,STAGE,A,2023-07-29T06:53:11.718Z,2023-09-02T10:13:16.313Z
370,95,INR-001,AG-INR-001-02,Youssouf,Bathily,Youssouf Bathily,M,1995-07-01,9514814956,PEUL,+22224950416,youssouf.bathily@nafadpay.mr,CASHIER,ACTIVE,2020-04-01,CDD,C,2020-04-01T12:42:14.559Z,2021-09-14T09:24:02.014Z
371,96,TYS-001,AG-TYS-001-01,Youssouf,Ould Eleya,Youssouf Ould Eleya,M,1990-08-24,9015295449,MAURE,+22233042084,youssouf.ouldeleya@nafadpay.mr,MANAGER,ACTIVE,2023-08-09,STAGE,A,2023-08-09T12:36:00.880Z,2024-05-08T15:36:58.805Z
372,96,TYS-001,AG-TYS-001-02,Aminata,Anne,Aminata Anne,F,1985-12-19,8515792243,PEUL,+22235788702,aminata.anne@nafadpay.mr,CASHIER,ACTIVE,2020-01-30,CDD,C,2020-01-30T15:11:39.061Z,2021-06-07T14:23:14.315Z
373,96,TYS-001,AG-TYS-001-03,N'Dèye,Baldé,N'Dèye Baldé,F,1994-01-03,9415105690,WOLOF,+22241184032,n'dèye.baldé@nafadpay.mr,CASHIER,ACTIVE,2020-05-19,CDD,E,2020-05-19T19:58:06.434Z,2021-12-05T05:35:33.465Z
374,96,TYS-001,AG-TYS-001-04,Khadijetou,Kouyaté,Khadijetou Kouyaté,F,1988-01-04,8815672276,WOLOF,+22222496574,khadijetou.kouyaté@nafadpay.mr,CASHIER,INACTIVE,2023-04-17,STAGE,D,2023-04-17T02:57:26.644Z,2024-02-04T16:16:18.578Z
375,97,TYS-002,AG-TYS-002-01,Tamba,Dia,Tamba Dia,M,1972-02-07,7215448753,SONINKE,+22223731097,tamba.dia@nafadpay.mr,MANAGER,ACTIVE,2023-08-27,CDD,B,2023-08-27T04:00:38.983Z,2023-09-03T05:30:55.926Z
376,97,TYS-002,AG-TYS-002-02,Maimouna,Barry,Maimouna Barry,F,1996-10-27,9615046540,WOLOF,+22225689589,maimouna.barry@nafadpay.mr,CASHIER,ACTIVE,2022-01-20,STAGE,D,2022-01-20T02:03:39.509Z,2023-05-09T20:17:32.561Z
377,97,TYS-002,AG-TYS-002-03,Aïssata,Diakité,Aïssata Diakité,F,1984-03-26,8415908599,SONINKE,+22235058186,aïssata.diakité@nafadpay.mr,CASHIER,ACTIVE,2023-12-13,CDD,C,2023-12-13T16:03:39.049Z,2024-07-10T03:04:26.856Z
378,97,TYS-002,AG-TYS-002-04,Lehbib,Ould Brahim,Lehbib Ould Brahim,M,1985-01-26,8515600724,MAURE,+22236716717,lehbib.ouldbrahim@nafadpay.mr,CASHIER,ACTIVE,2021-04-09,STAGE,D,2021-04-09T19:03:10.858Z,2023-07-26T22:13:10.621Z
379,98,TYS-003,AG-TYS-003-01,Mbareck,Thiam,Mbareck Thiam,M,1997-06-25,9715874898,PEUL,+22235866649,mbareck.thiam@nafadpay.mr,MANAGER,ACTIVE,2023-06-28,CDI,A,2023-06-28T13:20:16.048Z,2023-08-07T11:11:34.486Z
380,98,TYS-003,AG-TYS-003-02,Yacouba,Anne,Yacouba Anne,M,1983-02-01,8315677737,PEUL,+22225652538,yacouba.anne@nafadpay.mr,CASHIER,ACTIVE,2022-06-10,CDD,D,2022-06-10T04:26:03.905Z,2024-11-20T14:48:40.679Z
381,98,TYS-003,AG-TYS-003-03,Ibrahima,Koita,Ibrahima Koita,M,1981-04-22,8115192591,WOLOF,+22223442904,ibrahima.koita@nafadpay.mr,CASHIER,ACTIVE,2023-06-21,CDI,E,2023-06-21T05:18:11.470Z,2023-10-25T20:53:08.072Z
382,98,TYS-003,AG-TYS-003-04,Soueidatt,Diallo,Soueidatt Diallo,M,1975-09-22,7515269904,PEUL,+22236403224,soueidatt.diallo@nafadpay.mr,CASHIER,INACTIVE,2020-03-09,CDD,E,2020-03-09T23:59:51.598Z,2020-09-30T12:42:18.583Z
383,98,TYS-003,AG-TYS-003-05,Penda,Bathily,Penda Bathily,F,1981-02-25,8115144789,PEUL,+22243205325,penda.bathily@nafadpay.mr,CASHIER,ACTIVE,2020-09-25,STAGE,D,2020-09-25T16:48:20.287Z,2021-03-18T23:51:50.725Z
384,98,TYS-003,AG-TYS-003-06,Ely,Sy,Ely Sy,M,1998-11-13,9815367469,SONINKE,+22225038503,ely.sy@nafadpay.mr,CASHIER,ACTIVE,2022-12-14,STAGE,C,2022-12-14T21:11:36.098Z,2024-07-17T20:36:38.149Z
385,99,TYS-004,AG-TYS-004-01,Djimé,Kouyaté,Djimé Kouyaté,M,1975-09-23,7515834890,PEUL,+22237121529,djimé.kouyaté@nafadpay.mr,MANAGER,ACTIVE,2020-11-25,STAGE,A,2020-11-25T22:29:54.773Z,2022-10-09T13:37:54.190Z
386,99,TYS-004,AG-TYS-004-02,Sékou,Diallo,Sékou Diallo,M,1988-08-17,8815742409,PEUL,+22247688709,sékou.diallo@nafadpay.mr,CASHIER,ACTIVE,2023-04-04,CDD,C,2023-04-04T17:52:46.822Z,2024-09-06T21:26:13.784Z
387,99,TYS-004,AG-TYS-004-03,Safi,Yatabaré,Safi Yatabaré,F,2000-04-15,0015042585,PEUL,+22225602042,safi.yatabaré@nafadpay.mr,CASHIER,INACTIVE,2020-06-26,STAGE,C,2020-06-26T23:48:17.465Z,2023-12-02T12:26:36.179Z
388,99,TYS-004,AG-TYS-004-04,Leila,Mint Abeih,Leila Mint Abeih,F,1986-02-19,8615240916,MAURE,+22244680102,leila.mintabeih@nafadpay.mr,CASHIER,ACTIVE,2022-12-12,STAGE,E,2022-12-12T15:35:33.931Z,2024-11-12T07:04:28.853Z
389,99,TYS-004,AG-TYS-004-05,Khadijetou,Mint Nenni,Khadijetou Mint Nenni,F,1970-10-14,7015475469,MAURE,+22236888603,khadijetou.mintnenni@nafadpay.mr,CASHIER,ACTIVE,2022-09-25,CDI,E,2022-09-25T22:29:49.369Z,2022-11-13T16:43:44.068Z
390,99,TYS-004,AG-TYS-004-06,Aminetou,Mint Mahmoud,Aminetou Mint Mahmoud,F,1975-02-15,7515155098,MAURE,+22233676618,aminetou.mintmahmoud@nafadpay.mr,CASHIER,ACTIVE,2021-01-09,CDD,D,2021-01-09T10:10:29.744Z,2022-09-25T16:50:47.848Z
391,100,TYS-005,AG-TYS-005-01,Assa,Camara,Assa Camara,F,1984-07-24,8415919894,PEUL,+22236372659,assa.camara@nafadpay.mr,MANAGER,ACTIVE,2022-07-21,CDI,A,2022-07-21T19:10:03.626Z,2023-01-31T03:29:13.038Z
392,100,TYS-005,AG-TYS-005-02,Sakouba,Ba,Sakouba Ba,M,1974-05-25,7415008230,PEUL,+22233516716,sakouba.ba@nafadpay.mr,CASHIER,ACTIVE,2021-07-21,CDD,E,2021-07-21T20:20:10.650Z,2021-12-11T11:19:05.378Z
