id,code,mcc,name,category_code,category_label,owner_first_name,owner_last_name,owner_full_name,owner_gender,owner_ethnicity,phone,email,wilaya_id,wilaya_name,moughataa_id,moughataa_name,address,latitude,longitude,commission_rate,avg_transaction_min,avg_transaction_max,status,registration_date,created_at,updated_at
307,MRC102570,4812,undefined Ksar Nouakchott-Nord,TEL,,Vall,Ould Moulaye,Vall Ould Moulaye,M,MAURE,+22244741319,undefinedksarno@nafadpay.mr,1,Nouakchott-Nord,1,,91 Avenue Gamal,NaN,NaN,0.0097,500,10000,INACTIVE,2023-10-29,2023-10-29T08:11:40.722Z,2024-06-30T12:31:48.556Z
308,MRC666217,7011,undefined El Baraka Nouakchott-Ouest,HTL,,Soumaïla,Sarr,Soumaïla Sarr,M,SONINKE,+22248741319,undefinedelbara@nafadpay.mr,2,Nouakchott-Ouest,5,,130 Avenue Gamal,NaN,NaN,0.0153,20000,200000,ACTIVE,2022-02-21,2022-02-21T03:30:50.828Z,2022-12-26T18:08:10.015Z
309,MRC714513,5411,undefined Central Trarza,ALM,,Oumar,Sissoko,Oumar Sissoko,M,PEUL,+22241741319,undefinedcentra@nafadpay.mr,5,Trarza,13,,67 Avenue de la Paix,NaN,NaN,0.012,200,5000,ACTIVE,2022-05-25,2022-05-25T02:29:44.104Z,2024-03-25T12:21:32.696Z
310,MRC717300,5651,undefined du Sahel Nouakchott-Nord,HAB,,Cheibany,Diakité,Cheibany Diakité,M,WOLOF,+22243741319,undefineddusahe@nafadpay.mr,1,Nouakchott-Nord,3,,117 Avenue Gamal,NaN,NaN,0.0211,2000,30000,ACTIVE,2024-06-08,2024-06-08T21:16:58.029Z,2024-09-19T12:02:00.636Z
311,MRC145152,5411,undefined Capital Nouakchott-Sud,ALM,,Halima,Mint Vall,Halima Mint Vall,F,MAURE,+22232741320,undefinedcapita@nafadpay.mr,3,Nouakchott-Sud,9,,19 Avenue du Commerce,NaN,NaN,0.0128,200,5000,ACTIVE,2023-12-29,2023-12-29T08:48:09.633Z,2024-02-23T19:01:57.707Z
312,MRC968007,5732,undefined El Khair Trarza,ELC,,Abdellahi,Ould El Ghassem,Abdellahi Ould El Ghassem,M,MAURE,+22223741320,undefinedelkhai@nafadpay.mr,5,Trarza,11,,188 Avenue Nasser,NaN,NaN,0.0167,5000,200000,ACTIVE,2024-10-25,2024-10-25T07:23:50.307Z,2024-12-20T11:50:21.128Z
313,MRC133117,5732,undefined Capital Tagant,ELC,,Abeih,Dramé,Abeih Dramé,M,PEUL,+22224741320,undefinedcapita@nafadpay.mr,13,Tagant,50,,136 Avenue de la Paix,NaN,NaN,0.0221,5000,200000,ACTIVE,2021-03-21,2021-03-21T13:52:02.647Z,2023-12-18T06:34:50.507Z
314,MRC200076,4121,undefined Teyarett Hodh Ech Chargui,TRN,,Mouna,Mint El Mokhtar,Mouna Mint El Mokhtar,F,MAURE,+22234741320,undefinedteyare@nafadpay.mr,10,Hodh Ech Chargui,40,,28 Avenue de la Paix,NaN,NaN,0.0281,200,3000,ACTIVE,2021-02-20,2021-02-20T00:26:47.576Z,2023-06-13T18:26:04.555Z
315,MRC323642,5812,undefined Plus Nouakchott-Sud,RST,,Ousmane,Sow,Ousmane Sow,M,PEUL,+22236741320,undefinedplusno@nafadpay.mr,3,Nouakchott-Sud,8,,99 Avenue de la Paix,NaN,NaN,0.0184,300,5000,INACTIVE,2022-06-12,2022-06-12T05:11:20.390Z,2024-01-28T08:57:24.362Z
316,MRC914655,5411,undefined Al Madina Nouakchott-Ouest,ALM,,Bilal,Ould El Ghassem,Bilal Ould El Ghassem,M,MAURE,+22243741320,undefinedalmadi@nafadpay.mr,2,Nouakchott-Ouest,6,,130 Avenue Nasser,NaN,NaN,0.0106,200,5000,ACTIVE,2022-07-19,2022-07-19T07:47:58.687Z,2024-08-23T14:38:00.082Z
317,MRC081411,5411,undefined Al Amane Nouakchott-Sud,ALM,,Minetou,Mint Maloum,Minetou Mint Maloum,F,MAURE,+22246741320,undefinedalaman@nafadpay.mr,3,Nouakchott-Sud,8,,80 Avenue Gamal,NaN,NaN,0.0057,200,5000,ACTIVE,2024-06-12,2024-06-12T15:41:15.435Z,2024-11-03T03:52:56.468Z
318,MRC076714,4121,undefined Capital Nouakchott-Sud,TRN,,Brahim,Ould Abdallah,Brahim Ould Abdallah,M,MAURE,+22249741320,undefinedcapita@nafadpay.mr,3,Nouakchott-Sud,7,,110 Avenue Gamal,NaN,NaN,0.0099,200,3000,ACTIVE,2022-12-07,2022-12-07T02:50:18.755Z,2023-08-19T03:45:02.811Z
319,MRC149783,5812,undefined Plus Nouakchott-Nord,RST,,Brahim,Faye,Brahim Faye,M,WOLOF,+22235741320,undefinedplusno@nafadpay.mr,1,Nouakchott-Nord,2,,173 Avenue du Commerce,NaN,NaN,0.0279,300,5000,INACTIVE,2022-01-16,2022-01-16T01:54:12.188Z,2022-03-16T04:58:48.286Z
320,MRC847001,5912,undefined Central Nouakchott-Nord,SAN,,Saleck,Ould Bouha,Saleck Ould Bouha,M,MAURE,+22222741320,undefinedcentra@nafadpay.mr,1,Nouakchott-Nord,1,,39 Avenue Nasser,NaN,NaN,0.0064,500,50000,ACTIVE,2022-09-01,2022-09-01T06:19:39.997Z,2024-04-21T10:23:20.170Z
321,MRC027656,5411,undefined Center Nouakchott-Ouest,ALM,,Mouna,Mint Moulaye,Mouna Mint Moulaye,F,MAURE,+22246868173,undefinedcenter@nafadpay.mr,2,Nouakchott-Ouest,6,,60 Avenue Gamal,NaN,NaN,0.0252,200,5000,ACTIVE,2022-04-20,2022-04-20T12:33:26.026Z,2024-08-25T01:23:52.716Z
322,MRC072595,5812,undefined de Nouakchott Nouakchott-Ouest,RST,,Sidina,Ould Abdel Kader,Sidina Ould Abdel Kader,M,MAURE,+22232794285,undefineddenoua@nafadpay.mr,2,Nouakchott-Ouest,5,,160 Avenue de la Paix,NaN,NaN,0.0168,300,5000,ACTIVE,2023-05-12,2023-05-12T10:39:13.704Z,2023-11-17T10:14:16.487Z
323,MRC244343,5211,undefined Ksar Nouakchott-Nord,BTP,,Ahmed Baba,Ould Ethmane,Ahmed Baba Ould Ethmane,M,MAURE,+22237741320,undefinedksarno@nafadpay.mr,1,Nouakchott-Nord,3,,32 Avenue de la Paix,NaN,NaN,0.0109,5000,500000,ACTIVE,2024-12-18,2024-12-18T09:18:28.726Z,2024-12-23T13:54:37.218Z
324,MRC280665,7299,undefined Central Gorgol,SRV,,Abdellahi,Ould Ahmed,Abdellahi Ould Ahmed,M,MAURE,+22225035628,undefinedcentra@nafadpay.mr,7,Gorgol,24,,188 Avenue Gamal,NaN,NaN,0.0274,1000,20000,ACTIVE,2024-05-05,2024-05-05T21:20:04.421Z,2024-11-21T10:25:59.772Z
325,MRC657171,5411,undefined El Baraka Nouakchott-Ouest,ALM,,Hamidou,Sow,Hamidou Sow,M,PEUL,+22223693163,undefinedelbara@nafadpay.mr,2,Nouakchott-Ouest,6,,109 Avenue du Commerce,NaN,NaN,0.0281,200,5000,ACTIVE,2021-11-28,2021-11-28T02:44:56.895Z,2023-04-18T14:56:25.518Z
326,MRC830144,5411,undefined Al Amane Nouakchott-Nord,ALM,,Souleymane,Bah,Souleymane Bah,M,WOLOF,+22225741320,undefinedalaman@nafadpay.mr,1,Nouakchott-Nord,2,,74 Avenue Principale,NaN,NaN,0.0068,200,5000,ACTIVE,2024-10-12,2024-10-12T20:08:27.349Z,2024-12-14T03:04:38.569Z
327,MRC623267,5411,undefined Essalem Nouakchott-Ouest,ALM,,Cheikhna,Bathily,Cheikhna Bathily,M,WOLOF,+22241741320,undefinedessale@nafadpay.mr,2,Nouakchott-Ouest,5,,199 Avenue Nasser,NaN,NaN,0.009,200,5000,ACTIVE,2023-07-20,2023-07-20T18:56:59.573Z,2024-10-12T02:10:36.218Z
328,MRC876507,5411,undefined Capital Nouakchott-Ouest,ALM,,Moctar,Ould Nenni,Moctar Ould Nenni,M,MAURE,+22223598812,undefinedcapita@nafadpay.mr,2,Nouakchott-Ouest,4,,170 Avenue Gamal,NaN,NaN,0.0263,200,5000,INACTIVE,2024-10-17,2024-10-17T17:51:35.206Z,2024-10-27T09:28:31.944Z
329,MRC207689,5411,undefined Capital Dakhlet Nouadhibou,ALM,,Ismaila,Barry,Ismaila Barry,M,SONINKE,+22233741320,undefinedcapita@nafadpay.mr,4,Dakhlet Nouadhibou,10,,111 Avenue de la Paix,NaN,NaN,0.018,200,5000,ACTIVE,2022-12-14,2022-12-14T18:21:02.852Z,2023-11-24T13:54:14.260Z
330,MRC956497,4812,undefined Center Nouakchott-Ouest,TEL,,Modibo,Ly,Modibo Ly,M,WOLOF,+22242741320,undefinedcenter@nafadpay.mr,2,Nouakchott-Ouest,4,,113 Avenue Nasser,NaN,NaN,0.0101,500,10000,ACTIVE,2023-12-11,2023-12-11T13:13:14.753Z,2024-05-07T15:08:39.900Z
331,MRC584883,5651,undefined du Sahel Nouakchott-Ouest,HAB,,Souleymane,Fall,Souleymane Fall,M,SONINKE,+22235975595,undefineddusahe@nafadpay.mr,2,Nouakchott-Ouest,4,,58 Avenue du Commerce,NaN,NaN,0.0181,2000,30000,ACTIVE,2022-09-18,2022-09-18T02:16:55.052Z,2024-05-10T18:21:41.104Z
332,MRC167809,5812,undefined Plus Nouakchott-Ouest,RST,,Abdellahi,Ould Khatri,Abdellahi Ould Khatri,M,MAURE,+22235455227,undefinedplusno@nafadpay.mr,2,Nouakchott-Ouest,6,,85 Avenue Principale,NaN,NaN,0.0156,300,5000,ACTIVE,2024-09-27,2024-09-27T13:35:18.397Z,2024-11-25T12:53:21.783Z
333,MRC796021,5812,undefined El Khair Dakhlet Nouadhibou,RST,,Lemrabott,Ould Abdel Kader,Lemrabott Ould Abdel Kader,M,MAURE,+22222444253,undefinedelkhai@nafadpay.mr,4,Dakhlet Nouadhibou,10,,84 Avenue de la Paix,NaN,NaN,0.0061,300,5000,ACTIVE,2024-04-19,2024-04-19T03:52:38.054Z,2024-08-28T02:30:28.907Z
334,MRC028938,5411,undefined de la Paix Nouakchott-Nord,ALM,,Sira,Fall,Sira Fall,F,PEUL,+22247741320,undefineddelapa@nafadpay.mr,1,Nouakchott-Nord,3,,134 Avenue Principale,NaN,NaN,0.0268,200,5000,INACTIVE,2023-07-13,2023-07-13T13:14:43.612Z,2023-09-24T05:51:58.278Z
335,MRC303475,5411,undefined El Wafa Hodh El Gharbi,ALM,,Salem,Ould Horma,Salem Ould Horma,M,MAURE,+22222569882,undefinedelwafa@nafadpay.mr,11,Hodh El Gharbi,44,,77 Avenue Nasser,NaN,NaN,0.006,200,5000,ACTIVE,2022-12-14,2022-12-14T18:27:48.865Z,2024-05-10T23:29:28.192Z
336,MRC190368,5541,undefined Ksar Dakhlet Nouadhibou,CRB,,Salka,Mint Ahmedou,Salka Mint Ahmedou,F,MAURE,+22245741320,undefinedksarda@nafadpay.mr,4,Dakhlet Nouadhibou,10,,118 Avenue Principale,NaN,NaN,0.0236,1000,20000,ACTIVE,2024-10-02,2024-10-02T05:58:53.395Z,2024-12-22T06:49:45.680Z
337,MRC599551,5411,undefined Essalem Nouakchott-Ouest,ALM,,Bilal,Doucouré,Bilal Doucouré,M,PEUL,+22248741320,undefinedessale@nafadpay.mr,2,Nouakchott-Ouest,4,,135 Avenue du Commerce,NaN,NaN,0.0093,200,5000,ACTIVE,2024-02-06,2024-02-06T12:48:49.357Z,2024-10-07T08:15:21.623Z
338,MRC672316,7299,undefined Plus Nouakchott-Ouest,SRV,,Alioune,Mbow,Alioune Mbow,M,PEUL,+22223434217,undefinedplusno@nafadpay.mr,2,Nouakchott-Ouest,5,,187 Avenue Gamal,NaN,NaN,0.0248,1000,20000,ACTIVE,2024-03-26,2024-03-26T07:52:20.345Z,2024-05-17T10:27:40.289Z
339,MRC069288,5812,undefined de la Paix Nouakchott-Nord,RST,,Brahim,Diallo,Brahim Diallo,M,PEUL,+22244741320,undefineddelapa@nafadpay.mr,1,Nouakchott-Nord,1,,16 Avenue Principale,NaN,NaN,0.0061,300,5000,ACTIVE,2024-06-06,2024-06-06T09:22:59.754Z,2024-07-26T10:15:21.428Z
340,MRC481240,5411,undefined El Wafa Tiris Zemmour,ALM,,Namory,Ndiaye,Namory Ndiaye,M,WOLOF,+22223741321,undefinedelwafa@nafadpay.mr,15,Tiris Zemmour,55,,98 Avenue Nasser,NaN,NaN,0.0082,200,5000,ACTIVE,2021-12-10,2021-12-10T17:22:31.387Z,2022-11-22T03:32:38.246Z
341,MRC657480,5651,undefined Essalem Tiris Zemmour,HAB,,Coumba,Thiam,Coumba Thiam,F,PEUL,+22236741321,undefinedessale@nafadpay.mr,15,Tiris Zemmour,54,,54 Avenue du Commerce,NaN,NaN,0.0055,2000,30000,ACTIVE,2022-01-06,2022-01-06T14:33:42.979Z,2024-11-02T09:12:49.375Z
342,MRC665277,5651,undefined Center Nouakchott-Ouest,HAB,,El Hacen,Ould Jiddou,El Hacen Ould Jiddou,M,MAURE,+22242741321,undefinedcenter@nafadpay.mr,2,Nouakchott-Ouest,6,,91 Avenue Nasser,NaN,NaN,0.0143,2000,30000,ACTIVE,2022-11-02,2022-11-02T19:57:11.558Z,2023-09-19T16:50:08.375Z
343,MRC765408,5999,undefined Al Amane Nouakchott-Sud,AUT,,Madou,Ndour,Madou Ndour,M,WOLOF,+22237741321,undefinedalaman@nafadpay.mr,3,Nouakchott-Sud,9,,48 Avenue Principale,NaN,NaN,0.0167,500,50000,ACTIVE,2024-08-16,2024-08-16T00:20:09.864Z,2024-08-22T18:30:00.221Z
344,MRC175390,5541,undefined du Sahel Nouakchott-Nord,CRB,,Kesso,Ndiaye,Kesso Ndiaye,F,PEUL,+22222741321,undefineddusahe@nafadpay.mr,1,Nouakchott-Nord,3,,110 Avenue Nasser,NaN,NaN,0.0279,1000,20000,INACTIVE,2024-12-07,2024-12-07T22:47:53.820Z,2024-12-10T07:46:49.890Z
345,MRC190158,5411,undefined du Marché Adrar,ALM,,El Mokhtar,Diakité,El Mokhtar Diakité,M,WOLOF,+22245741321,undefineddumarc@nafadpay.mr,12,Adrar,48,,150 Avenue Principale,NaN,NaN,0.0073,200,5000,ACTIVE,2021-06-02,2021-06-02T11:39:21.778Z,2021-06-15T11:39:15.264Z
346,MRC263241,5812,undefined Capital Trarza,RST,,Bassirou,Sarr,Bassirou Sarr,M,PEUL,+22248741321,undefinedcapita@nafadpay.mr,5,Trarza,11,,77 Avenue Principale,NaN,NaN,0.0219,300,5000,ACTIVE,2021-07-19,2021-07-19T12:27:40.564Z,2022-09-29T14:27:12.357Z
347,MRC273956,4812,undefined Central Nouakchott-Nord,TEL,,Djimé,Bah,Djimé Bah,M,PEUL,+22234741321,undefinedcentra@nafadpay.mr,1,Nouakchott-Nord,2,,172 Avenue du Commerce,NaN,NaN,0.01,500,10000,INACTIVE,2022-11-13,2022-11-13T14:07:44.103Z,2024-07-25T22:36:44.472Z
348,MRC295556,5411,undefined de la Paix Nouakchott-Nord,ALM,,Tamba,Ba,Tamba Ba,M,PEUL,+22224741321,undefineddelapa@nafadpay.mr,1,Nouakchott-Nord,2,,56 Avenue Nasser,NaN,NaN,0.0065,200,5000,ACTIVE,2022-04-04,2022-04-04T02:08:51.742Z,2024-12-29T12:21:54.912Z
349,MRC068416,5411,undefined El Baraka Nouakchott-Ouest,ALM,,Adama,Kanouté,Adama Kanouté,M,PEUL,+22235741321,undefinedelbara@nafadpay.mr,2,Nouakchott-Ouest,6,,148 Avenue Gamal,NaN,NaN,0.0151,200,5000,ACTIVE,2024-04-27,2024-04-27T20:25:37.145Z,2024-06-16T22:05:15.006Z
350,MRC729931,5912,undefined Ksar Nouakchott-Nord,SAN,,Moussa,Diarra,Moussa Diarra,M,WOLOF,+22249741321,undefinedksarno@nafadpay.mr,1,Nouakchott-Nord,1,,119 Avenue Gamal,NaN,NaN,0.0068,500,50000,ACTIVE,2024-04-26,2024-04-26T02:26:49.902Z,2024-09-04T17:16:54.279Z
351,MRC107017,5651,undefined Plus Nouakchott-Ouest,HAB,,Safiya,Diakité,Safiya Diakité,F,SONINKE,+22233741321,undefinedplusno@nafadpay.mr,2,Nouakchott-Ouest,5,,181 Avenue Gamal,NaN,NaN,0.0118,2000,30000,ACTIVE,2024-10-24,2024-10-24T00:29:27.574Z,2024-11-20T15:58:15.183Z
352,MRC678137,5732,undefined Ksar Nouakchott-Ouest,ELC,,Houda,Sy,Houda Sy,F,WOLOF,+22243741321,undefinedksarno@nafadpay.mr,2,Nouakchott-Ouest,4,,114 Avenue du Commerce,NaN,NaN,0.0284,5000,200000,ACTIVE,2024-03-14,2024-03-14T05:28:58.317Z,2024-03-22T02:31:23.313Z
353,MRC645022,5541,undefined Express Brakna,CRB,,Minetou,Mint Zein,Minetou Mint Zein,F,MAURE,+22225741321,undefinedexpres@nafadpay.mr,6,Brakna,21,,183 Avenue Nasser,NaN,NaN,0.012,1000,20000,ACTIVE,2021-12-27,2021-12-27T08:18:46.360Z,2024-07-11T10:48:00.355Z
354,MRC549404,8211,undefined El Baraka Nouakchott-Ouest,EDU,,Dah,Ly,Dah Ly,M,WOLOF,+22232741321,undefinedelbara@nafadpay.mr,2,Nouakchott-Ouest,5,,190 Avenue Gamal,NaN,NaN,0.0132,10000,100000,ACTIVE,2022-02-01,2022-02-01T21:11:58.830Z,2024-12-21T13:43:56.119Z
355,MRC849002,5812,undefined du Sahel Nouakchott-Nord,RST,,Ely,Ould Hadrami,Ely Ould Hadrami,M,MAURE,+22246741321,undefineddusahe@nafadpay.mr,1,Nouakchott-Nord,1,,10 Avenue Gamal,NaN,NaN,0.0124,300,5000,INACTIVE,2024-04-23,2024-04-23T09:37:37.409Z,2024-12-16T13:52:57.477Z
356,MRC372161,5411,undefined Essalem Nouakchott-Sud,ALM,,Mokhtar,Ould Abdel Kader,Mokhtar Ould Abdel Kader,M,MAURE,+22247741321,undefinedessale@nafadpay.mr,3,Nouakchott-Sud,9,,175 Avenue du Commerce,NaN,NaN,0.0083,200,5000,ACTIVE,2022-07-12,2022-07-12T10:39:44.714Z,2022-08-03T11:09:36.840Z
357,MRC160929,5411,undefined Ksar Nouakchott-Ouest,ALM,,El Mokhtar,Ould El Mamy,El Mokhtar Ould El Mamy,M,MAURE,+22244741321,undefinedksarno@nafadpay.mr,2,Nouakchott-Ouest,4,,158 Avenue du Commerce,NaN,NaN,0.0294,200,5000,ACTIVE,2021-09-19,2021-09-19T23:06:37.880Z,2022-08-31T19:10:04.124Z
358,MRC719447,5912,undefined du Progrès Nouakchott-Sud,SAN,,Souleymane,Ould El Hacen,Souleymane Ould El Hacen,M,MAURE,+22241741321,undefinedduprog@nafadpay.mr,3,Nouakchott-Sud,7,,148 Avenue Gamal,NaN,NaN,0.0143,500,50000,ACTIVE,2022-11-13,2022-11-13T14:47:50.109Z,2023-05-03T17:14:06.295Z
359,MRC084715,5411,undefined de Nouakchott Adrar,ALM,,Yero,Koita,Yero Koita,M,SONINKE,+22224741322,undefineddenoua@nafadpay.mr,12,Adrar,48,,139 Avenue de la Paix,NaN,NaN,0.0081,200,5000,INACTIVE,2024-03-04,2024-03-04T22:36:39.272Z,2024-05-18T11:29:15.918Z
360,MRC324289,4121,undefined El Khair Nouakchott-Ouest,TRN,,Mohamed Lemine,Ould Mahmoud,Mohamed Lemine Ould Mahmoud,M,MAURE,+22222741322,undefinedelkhai@nafadpay.mr,2,Nouakchott-Ouest,4,,71 Avenue Nasser,NaN,NaN,0.0134,200,3000,ACTIVE,2021-03-06,2021-03-06T00:37:38.599Z,2023-06-12T14:39:24.988Z
361,MRC630009,5812,undefined Teyarett Nouakchott-Nord,RST,,Modibo,Mbow,Modibo Mbow,M,PEUL,+22237741322,undefinedteyare@nafadpay.mr,1,Nouakchott-Nord,1,,154 Avenue Nasser,NaN,NaN,0.0207,300,5000,ACTIVE,2024-05-20,2024-05-20T00:56:52.540Z,2024-08-30T22:36:10.359Z
362,MRC390866,4812,undefined Express Nouakchott-Sud,TEL,,Isselmou,Kanouté,Isselmou Kanouté,M,WOLOF,+22223741322,undefinedexpres@nafadpay.mr,3,Nouakchott-Sud,9,,47 Avenue Gamal,NaN,NaN,0.0112,500,10000,ACTIVE,2023-09-07,2023-09-07T18:31:18.619Z,2024-11-04T08:38:19.104Z
363,MRC543513,5541,undefined Essalem Nouakchott-Nord,CRB,,Djimé,Touré,Djimé Touré,M,SONINKE,+22242759978,undefinedessale@nafadpay.mr,1,Nouakchott-Nord,2,,133 Avenue Gamal,NaN,NaN,0.0143,1000,20000,ACTIVE,2021-12-23,2021-12-23T17:48:49.051Z,2024-07-08T01:53:26.807Z
364,MRC728114,5812,undefined Capital Nouakchott-Ouest,RST,,Youssouf,Soumaré,Youssouf Soumaré,M,PEUL,+22242741322,undefinedcapita@nafadpay.mr,2,Nouakchott-Ouest,5,,179 Avenue Principale,NaN,NaN,0.0289,300,5000,ACTIVE,2021-12-13,2021-12-13T17:00:30.102Z,2023-05-04T11:23:02.091Z
365,MRC759871,5411,undefined du Progrès Nouakchott-Ouest,ALM,,Mbaye,Sissoko,Mbaye Sissoko,M,WOLOF,+22248741322,undefinedduprog@nafadpay.mr,2,Nouakchott-Ouest,4,,65 Avenue de la Paix,NaN,NaN,0.0214,200,5000,ACTIVE,2021-07-31,2021-07-31T03:59:02.440Z,2023-01-28T03:52:48.411Z
366,MRC063158,4121,undefined du Sahel Hodh Ech Chargui,TRN,,Leila,Mint El Ghassem,Leila Mint El Ghassem,F,MAURE,+22245448679,undefineddusahe@nafadpay.mr,10,Hodh Ech Chargui,37,,14 Avenue Principale,NaN,NaN,0.0258,200,3000,ACTIVE,2021-09-11,2021-09-11T00:32:59.773Z,2024-11-24T20:29:51.383Z
367,MRC140319,5651,undefined Al Madina Nouakchott-Ouest,HAB,,Messoud,Ly,Messoud Ly,M,WOLOF,+22244741322,undefinedalmadi@nafadpay.mr,2,Nouakchott-Ouest,5,,144 Avenue du Commerce,NaN,NaN,0.0083,2000,30000,ACTIVE,2021-04-15,2021-04-15T17:41:28.792Z,2023-08-25T10:32:34.044Z
368,MRC336399,4812,undefined El Mouna Nouakchott-Ouest,TEL,,Limam,Ould Maloum,Limam Ould Maloum,M,MAURE,+22241741322,undefinedelmoun@nafadpay.mr,2,Nouakchott-Ouest,6,,199 Avenue Nasser,NaN,NaN,0.009,500,10000,ACTIVE,2023-07-20,2023-07-20T18:56:59.573Z,2024-10-12T02:10:36.218Z
369,MRC633967,5411,undefined Al Amane Nouakchott-Ouest,ALM,,Cheikh Sidiya,Ould Nenni,Cheikh Sidiya Ould Nenni,M,MAURE,+22225741322,undefinedalaman@nafadpay.mr,2,Nouakchott-Ouest,4,,60 Avenue de la Paix,NaN,NaN,0.0286,200,5000,ACTIVE,2021-02-23,2021-02-23T09:05:56.093Z,2023-05-15T17:01:13.454Z
370,MRC280920,5541,undefined Teyarett Nouakchott-Ouest,CRB,,Massamba,Koné,Massamba Koné,M,PEUL,+22235741322,undefinedteyare@nafadpay.mr,2,Nouakchott-Ouest,5,,148 Avenue Principale,NaN,NaN,0.0111,1000,20000,ACTIVE,2022-04-21,2022-04-21T05:27:57.974Z,2024-12-20T01:00:57.063Z
371,MRC161545,5912,undefined El Baraka Nouakchott-Ouest,SAN,,Aicha,Mint Horma,Aicha Mint Horma,F,MAURE,+22236741322,undefinedelbara@nafadpay.mr,2,Nouakchott-Ouest,6,,193 Avenue de la Paix,NaN,NaN,0.0057,500,50000,INACTIVE,2022-05-02,2022-05-02T11:20:53.216Z,2023-07-30T04:42:23.835Z
372,MRC620088,5812,undefined Capital Nouakchott-Nord,RST,,Cheibany,Ould Eleya,Cheibany Ould Eleya,M,MAURE,+22233741322,undefinedcapita@nafadpay.mr,1,Nouakchott-Nord,3,,41 Avenue de la Paix,NaN,NaN,0.0102,300,5000,ACTIVE,2024-04-11,2024-04-11T07:15:38.088Z,2024-07-18T00:00:18.535Z
373,MRC310849,5812,undefined de la Corniche Nouakchott-Ouest,RST,,Coumba,Ndour,Coumba Ndour,F,PEUL,+22232741322,undefineddelaco@nafadpay.mr,2,Nouakchott-Ouest,4,,62 Avenue Nasser,NaN,NaN,0.0103,300,5000,ACTIVE,2022-01-01,2022-01-01T14:30:10.341Z,2022-06-28T15:35:04.253Z
374,MRC030247,5651,undefined Essalem Nouakchott-Sud,HAB,,Mariam,Camara,Mariam Camara,F,PEUL,+22234741322,undefinedessale@nafadpay.mr,3,Nouakchott-Sud,7,,161 Avenue du Commerce,NaN,NaN,0.0285,2000,30000,ACTIVE,2023-11-17,2023-11-17T16:04:09.239Z,2024-10-01T13:57:40.812Z
375,MRC107757,5411,undefined Al Madina Trarza,ALM,,Maimouna,Dramé,Maimouna Dramé,F,WOLOF,+22245741322,undefinedalmadi@nafadpay.mr,5,Trarza,14,,18 Avenue Gamal,NaN,NaN,0.0248,200,5000,ACTIVE,2023-05-07,2023-05-07T00:50:02.103Z,2023-11-11T10:34:47.224Z
376,MRC453004,5411,undefined El Baraka Dakhlet Nouadhibou,ALM,,Mohamed Salem,Thiam,Mohamed Salem Thiam,M,PEUL,+22249741322,undefinedelbara@nafadpay.mr,4,Dakhlet Nouadhibou,10,,118 Avenue de la Paix,NaN,NaN,0.0212,200,5000,ACTIVE,2024-03-13,2024-03-13T07:19:27.945Z,2024-07-19T18:39:22.718Z
377,MRC201816,5541,undefined du Sahel Nouakchott-Ouest,CRB,,Safi,Sow,Safi Sow,F,PEUL,+22243741322,undefineddusahe@nafadpay.mr,2,Nouakchott-Ouest,5,,174 Avenue Nasser,NaN,NaN,0.017,1000,20000,ACTIVE,2024-11-14,2024-11-14T02:19:54.462Z,2024-12-29T22:26:26.919Z
378,MRC501814,5732,undefined Al Madina Nouakchott-Ouest,ELC,,Hawa,Dramé,Hawa Dramé,F,PEUL,+22246741322,undefinedalmadi@nafadpay.mr,2,Nouakchott-Ouest,5,,29 Avenue Principale,NaN,NaN,0.0136,5000,200000,ACTIVE,2021-08-07,2021-08-07T09:26:01.111Z,2023-08-29T04:07:26.583Z
379,MRC640694,5411,undefined de la Corniche Gorgol,ALM,,Zeinab,Sow,Zeinab Sow,F,PEUL,+22247741322,undefineddelaco@nafadpay.mr,7,Gorgol,26,,2 Avenue Nasser,NaN,NaN,0.0167,200,5000,ACTIVE,2023-07-18,2023-07-18T04:20:21.936Z,2024-05-25T08:41:31.308Z
380,MRC604180,5541,undefined Al Amane Nouakchott-Ouest,CRB,,Mohamed,Ould Abdallah,Mohamed Ould Abdallah,M,MAURE,+22224741323,undefinedalaman@nafadpay.mr,2,Nouakchott-Ouest,6,,72 Avenue du Commerce,NaN,NaN,0.0235,1000,20000,ACTIVE,2023-03-13,2023-03-13T05:01:57.915Z,2024-09-16T04:25:55.266Z
381,MRC804202,4121,undefined du Progrès Trarza,TRN,,Ghalia,Mint Ethmane,Ghalia Mint Ethmane,F,MAURE,+22242741323,undefinedduprog@nafadpay.mr,5,Trarza,11,,154 Avenue de la Paix,NaN,NaN,0.0052,200,3000,ACTIVE,2023-10-15,2023-10-15T21:14:33.577Z,2024-01-10T18:56:15.586Z
382,MRC644778,4812,undefined Central Nouakchott-Ouest,TEL,,Binta,Koita,Binta Koita,F,WOLOF,+22249741323,undefinedcentra@nafadpay.mr,2,Nouakchott-Ouest,5,,57 Avenue de la Paix,NaN,NaN,0.0164,500,10000,ACTIVE,2023-02-27,2023-02-27T08:53:28.190Z,2024-03-26T14:58:39.753Z
